Date/Time: 2018-02-23-13-19-05
Scenario: #1
Device Name: ABPC
Stethoscope ID: 00:06:66:D0:C9:A5
Units: seconds, kPa, mmHg
12180.54, 0.50, 3.74
12180.79, 0.50, 3.74
12181.05, 0.50, 3.74
12181.31, 0.50, 3.74
12181.57, 0.50, 3.74
12181.83, 0.50, 3.74
12182.08, 0.50, 3.74
12182.34, 0.50, 3.74
12182.59, 0.50, 3.74
12182.84, 0.50, 3.74
12183.09, 0.50, 3.74
12183.35, 0.50, 3.74
12183.61, 0.50, 3.74
12183.86, 0.50, 3.74
12184.12, 0.50, 3.74
12184.37, 0.50, 3.74
12184.63, 0.50, 3.76
12184.88, 0.50, 3.74
12185.14, 0.50, 3.74
12185.39, 0.50, 3.73
12185.65, 0.50, 3.74
12185.91, 0.50, 3.74
12186.16, 0.50, 3.74
12186.41, 0.50, 3.74
12186.66, 0.50, 3.74
12186.92, 0.50, 3.76
12187.18, 0.50, 3.73
12187.44, 0.50, 3.76
12187.69, 0.50, 3.74
12187.95, 0.50, 3.74
12188.21, 0.50, 3.74
12188.46, 0.50, 3.74
12188.71, 0.50, 3.74
12188.97, 0.50, 3.74
12189.22, 0.50, 3.74
12189.48, 0.50, 3.74
12189.74, 0.50, 3.74
12189.99, 0.50, 3.74
12190.24, 0.50, 3.73
12190.50, 0.50, 3.74
12190.75, 0.50, 3.74
12191.01, 0.50, 3.74
12191.26, 0.50, 3.76
12191.51, 0.50, 3.76
12191.77, 0.50, 3.74
12192.02, 0.50, 3.74
12192.28, 0.50, 3.76
12192.53, 0.50, 3.74
12192.79, 0.50, 3.74
12193.05, 0.50, 3.74
12193.30, 0.50, 3.73
12193.56, 0.50, 3.74
12193.82, 0.50, 3.74
12194.07, 0.50, 3.74
12194.33, 0.50, 3.74
12194.58, 0.50, 3.73
12194.84, 0.50, 3.74
12195.10, 0.50, 3.74
12195.35, 0.50, 3.74
12195.61, 0.50, 3.73
12195.87, 0.50, 3.74
12196.13, 0.50, 3.74
12196.38, 0.50, 3.74
12196.63, 0.50, 3.74
12196.88, 0.50, 3.74
12197.14, 0.50, 3.74
12197.40, 0.50, 3.73
12197.66, 0.50, 3.74
12197.92, 0.50, 3.74
12198.17, 0.50, 3.74
12198.42, 0.50, 3.74
12198.68, 0.50, 3.74
12198.93, 0.50, 3.74
12199.19, 0.50, 3.74
12199.45, 0.50, 3.74
12199.70, 0.50, 3.74
12199.95, 0.50, 3.74
12200.20, 0.50, 3.74
12200.46, 0.50, 3.73
12200.72, 0.50, 3.74
12200.97, 0.50, 3.73
12201.22, 0.50, 3.74
12201.47, 0.50, 3.74
12201.72, 0.50, 3.74
12201.98, 0.50, 3.74
12202.24, 0.50, 3.74
12202.50, 0.50, 3.74
12202.75, 0.50, 3.74
12203.00, 0.50, 3.74
12203.26, 0.50, 3.74
12203.51, 0.50, 3.74
12203.76, 0.50, 3.73
12204.01, 0.50, 3.73
12204.27, 0.50, 3.74
12204.53, 0.50, 3.74
12204.78, 0.50, 3.74
12205.04, 0.50, 3.74
12205.29, 0.50, 3.74
12205.54, 0.50, 3.73
12205.79, 0.50, 3.74
12206.05, 0.50, 3.74
12206.30, 0.50, 3.73
12206.55, 0.50, 3.73
12206.80, 0.50, 3.76
12207.06, 0.50, 3.74
12207.31, 0.50, 3.74
12207.56, 0.50, 3.74
12207.82, 0.50, 3.74
12208.07, 0.50, 3.74
12208.33, 0.50, 3.74
12208.58, 0.50, 3.74
12208.84, 0.50, 3.74
12209.09, 0.50, 3.74
12209.35, 0.50, 3.73
12209.61, 0.50, 3.74
12209.86, 0.50, 3.74
12210.12, 0.50, 3.74
12210.37, 0.50, 3.74
12210.62, 0.50, 3.74
12210.88, 0.50, 3.74
12211.13, 0.50, 3.73
12211.39, 0.50, 3.73
12211.64, 0.50, 3.74
12211.89, 0.50, 3.74
12212.15, 0.50, 3.73
12212.40, 0.50, 3.74
12212.65, 0.50, 3.74
12212.91, 0.50, 3.74
12213.16, 0.50, 3.74
12213.42, 0.50, 3.74
12213.68, 0.50, 3.74
12213.94, 0.50, 3.74
12214.20, 0.50, 3.74
12214.45, 0.50, 3.74
12214.71, 0.50, 3.74
12214.96, 0.50, 3.74
12215.22, 0.50, 3.76
12215.47, 0.50, 3.74
12215.72, 0.50, 3.74
12215.98, 0.50, 3.74
12216.24, 0.50, 3.74
12216.49, 0.50, 3.74
12216.75, 0.50, 3.74
12217.00, 0.50, 3.74
12217.25, 0.50, 3.74
12217.50, 0.50, 3.74
12217.76, 0.50, 3.73
12218.01, 0.50, 3.74
12218.26, 0.50, 3.74
12218.51, 0.50, 3.74
12218.77, 0.50, 3.76
12219.02, 0.50, 3.74
12219.28, 0.50, 3.74
12219.54, 0.50, 3.74
12219.80, 0.50, 3.73
12220.05, 0.50, 3.74
12220.30, 0.50, 3.74
12220.55, 0.50, 3.74
12220.81, 0.50, 3.73
12221.07, 0.50, 3.74
12221.32, 0.50, 3.74
12221.58, 0.50, 3.74
12221.83, 0.50, 3.76
12222.08, 0.50, 3.74
12222.33, 0.50, 3.74
12222.59, 0.50, 3.74
12222.84, 0.50, 3.76
12223.09, 0.50, 3.76
12223.34, 0.50, 3.74
12223.60, 0.50, 3.74
12223.85, 0.50, 3.74
12224.10, 0.50, 3.74
12224.36, 0.50, 3.74
12224.62, 0.50, 3.74
12224.87, 0.50, 3.74
12225.12, 0.50, 3.73
12225.37, 0.50, 3.74
12225.63, 0.50, 3.74
12225.89, 0.50, 3.74
12226.14, 0.50, 3.74
12226.39, 0.50, 3.74
12226.65, 0.50, 3.74
12226.91, 0.50, 3.74
12227.16, 0.50, 3.74
12227.41, 0.50, 3.74
12227.67, 0.50, 3.76
12227.92, 0.50, 3.74
12228.17, 0.50, 3.74
12228.43, 0.50, 3.74
12228.68, 0.50, 3.74
12228.93, 0.50, 3.74
12229.18, 0.50, 3.74
12229.44, 0.50, 3.74
12229.70, 0.50, 3.74
12229.95, 0.50, 3.74
12230.20, 0.50, 3.74
12230.46, 0.50, 3.76
12230.71, 0.50, 3.74
12230.97, 0.50, 3.74
12231.22, 0.50, 3.74
12231.48, 0.50, 3.74
12231.73, 0.50, 3.74
12231.99, 0.50, 3.74
12232.24, 0.50, 3.74
12232.50, 0.50, 3.74
12232.75, 0.50, 3.74
12233.00, 0.50, 3.74
12233.25, 0.50, 3.73
12233.51, 0.50, 3.76
12233.76, 0.50, 3.74
12234.02, 0.50, 3.74
12234.28, 0.50, 3.73
12234.53, 0.50, 3.73
12234.78, 0.50, 3.73
12235.04, 0.50, 3.74
12235.30, 0.50, 3.74
12235.56, 0.50, 3.74
12235.81, 0.50, 3.73
12236.07, 0.50, 3.74
12236.32, 0.50, 3.74
12236.58, 0.50, 3.74
12236.84, 0.50, 3.74
12237.11, 0.50, 3.74
12237.37, 0.50, 3.73
12237.62, 0.50, 3.74
12237.87, 0.50, 3.74
12238.13, 0.50, 3.74
12238.38, 0.50, 3.73
12238.64, 0.50, 3.74
12238.89, 0.50, 3.73
12239.14, 0.50, 3.74
12239.40, 0.50, 3.74
12239.66, 0.50, 3.74
12239.91, 0.50, 3.74
12240.17, 0.50, 3.74
12240.42, 0.50, 3.74
12240.67, 0.50, 3.74
12240.93, 0.50, 3.74
12241.18, 0.50, 3.74
12241.43, 0.50, 3.74
12241.69, 0.50, 3.74
12241.94, 0.50, 3.74
12242.20, 0.50, 3.74
12242.45, 0.50, 3.76
12242.72, 0.50, 3.74
12242.98, 0.50, 3.77
12243.23, 0.50, 3.76
12243.49, 0.50, 3.74
12243.74, 0.50, 3.74
12244.00, 0.50, 3.74
12244.25, 0.50, 3.74
12244.50, 0.50, 3.74
12244.75, 0.50, 3.73
12245.01, 0.50, 3.74
12245.26, 0.50, 3.74
12245.52, 0.50, 3.74
12245.78, 0.50, 3.73
12246.03, 0.50, 3.74
12246.28, 0.50, 3.73
12246.54, 0.50, 3.74
12246.80, 0.50, 3.74
12247.06, 0.50, 3.73
12247.31, 0.50, 3.74
12247.56, 0.50, 3.74
12247.82, 0.50, 3.76
12248.07, 0.50, 3.76
12248.32, 0.50, 3.74
12248.58, 0.50, 3.74
12248.84, 0.50, 3.74
12249.09, 0.50, 3.74
12249.35, 0.50, 3.74
12249.60, 0.50, 3.74
12249.86, 0.50, 3.74
12250.11, 0.50, 3.74
12250.36, 0.50, 3.74
12250.62, 0.50, 3.74
12250.87, 0.50, 3.74
12251.13, 0.50, 3.74
12251.39, 0.50, 3.74
12251.64, 0.50, 3.74
12251.90, 0.50, 3.74
12252.16, 0.50, 3.74
12252.42, 0.50, 3.74
12252.67, 0.50, 3.74
12252.92, 0.50, 3.74
12253.18, 0.50, 3.74
12253.43, 0.50, 3.73
12253.69, 0.50, 3.74
12253.94, 0.50, 3.74
12254.20, 0.50, 3.73
12254.45, 0.50, 3.74
12254.71, 0.50, 3.74
12254.96, 0.50, 3.74
12255.22, 0.50, 3.74
12255.48, 0.50, 3.74
12255.73, 0.50, 3.74
12255.98, 0.50, 3.74
12256.23, 0.50, 3.74
12256.48, 0.50, 3.74
12256.74, 0.50, 3.74
12257.00, 0.50, 3.74
12257.25, 0.50, 3.74
12257.51, 0.50, 3.74
12257.77, 0.50, 3.74
12258.02, 0.50, 3.74
12258.28, 0.50, 3.74
12258.53, 0.50, 3.76
12258.79, 0.50, 3.76
12259.04, 0.50, 3.74
12259.29, 0.50, 3.74
12259.54, 0.50, 3.74
12259.80, 0.50, 3.74
12260.05, 0.50, 3.74
12260.31, 0.50, 3.74
12260.57, 0.50, 3.74
12260.83, 0.50, 3.74
12261.08, 0.50, 3.74
12261.34, 0.50, 3.74
12261.60, 0.50, 3.74
12261.85, 0.50, 3.74
12262.10, 0.50, 3.74
12262.35, 0.50, 3.74
12262.61, 0.50, 3.74
12262.87, 0.50, 3.74
12263.13, 0.50, 3.76
12263.38, 0.50, 3.74
12263.63, 0.50, 3.74
12263.88, 0.50, 3.74
12264.14, 0.50, 3.74
12264.39, 0.50, 3.74
12264.65, 0.50, 3.74
12264.90, 0.50, 3.74
12265.15, 0.50, 3.73
12265.40, 0.50, 3.74
12265.65, 0.50, 3.74
12265.91, 0.50, 3.74
12266.16, 0.50, 3.74
12266.41, 0.50, 3.74
12266.67, 0.50, 3.74
12266.92, 0.50, 3.74
12267.18, 0.50, 3.74
12267.43, 0.50, 3.74
12267.69, 0.50, 3.73
12267.95, 0.50, 3.74
12268.21, 0.50, 3.73
12268.46, 0.50, 3.74
12268.71, 0.50, 3.74
12268.97, 0.50, 3.74
12269.22, 0.50, 3.74
12269.47, 0.50, 3.73
12269.73, 0.50, 3.74
12269.99, 0.50, 3.74
12270.25, 0.50, 3.74
12270.50, 0.50, 3.74
12270.75, 0.50, 3.74
12271.00, 0.50, 3.74
12271.26, 0.50, 3.76
12271.51, 0.50, 3.74
12271.77, 0.50, 3.74
12272.03, 0.50, 3.74
12272.28, 0.50, 3.74
12272.54, 0.50, 3.74
12272.79, 0.50, 3.74
12273.05, 0.50, 3.73
12273.30, 0.50, 3.74
12273.56, 0.50, 3.73
12273.81, 0.50, 3.74
12274.07, 0.50, 3.74
12274.32, 0.50, 3.74
12274.57, 0.50, 3.74
12274.82, 0.50, 3.74
12275.08, 0.50, 3.74
12275.33, 0.50, 3.74
12275.58, 0.50, 3.76
12275.84, 0.50, 3.74
12276.09, 0.50, 3.74
12276.35, 0.50, 3.74
12276.61, 0.50, 3.74
12276.86, 0.50, 3.74
12277.12, 0.50, 3.74
12277.37, 0.50, 3.74
12277.62, 0.50, 3.74
12277.88, 0.50, 3.74
12278.13, 0.50, 3.74
12278.39, 0.50, 3.74
12278.64, 0.50, 3.74
12278.90, 0.50, 3.74
12279.16, 0.50, 3.74
12279.41, 0.50, 3.74
12279.67, 0.50, 3.74
12279.92, 0.50, 3.76
12280.17, 0.50, 3.74
12280.43, 0.50, 3.74
12280.68, 0.50, 3.73
12280.95, 0.50, 3.74
12281.20, 0.50, 3.74
12281.45, 0.50, 3.74
12281.71, 0.50, 3.74
12281.97, 0.50, 3.74
12282.22, 0.50, 3.74
12282.48, 0.50, 3.74
12282.73, 0.50, 3.73
12282.98, 0.50, 3.74
12283.23, 0.50, 3.74
12283.48, 0.50, 3.74
12283.74, 0.50, 3.74
12284.00, 0.50, 3.74
12284.25, 0.50, 3.74
12284.51, 0.50, 3.76
12284.77, 0.50, 3.74
12285.02, 0.50, 3.74
12285.27, 0.50, 3.74
12285.53, 0.50, 3.74
12285.79, 0.50, 3.73
12286.04, 0.50, 3.73
12286.30, 0.50, 3.73
12286.56, 0.50, 3.73
12286.81, 0.50, 3.74
12287.07, 0.49, 3.71
12287.32, 0.50, 3.74
12287.58, 0.50, 3.74
12287.84, 0.50, 3.74
12288.10, 0.50, 3.73
12288.36, 0.50, 3.74
12288.61, 0.50, 3.74
12288.87, 0.50, 3.73
12289.13, 0.50, 3.74
12289.38, 0.50, 3.74
12289.64, 0.50, 3.74
12289.89, 0.50, 3.74
12290.15, 0.50, 3.73
12290.40, 0.50, 3.74
12290.66, 0.50, 3.74
12290.92, 0.50, 3.74
12291.17, 0.50, 3.73
12291.43, 0.50, 3.73
12291.68, 0.50, 3.74
12291.93, 0.50, 3.74
12292.19, 0.50, 3.74
12292.45, 0.50, 3.74
12292.70, 0.50, 3.74
12292.95, 0.50, 3.73
12293.20, 0.50, 3.76
12293.46, 0.50, 3.74
12293.71, 0.50, 3.74
12293.97, 0.50, 3.74
12294.22, 0.50, 3.74
12294.47, 0.50, 3.74
12294.73, 0.50, 3.74
12294.98, 0.50, 3.74
12295.23, 0.50, 3.73
12295.49, 0.50, 3.74
12295.74, 0.50, 3.74
12295.99, 0.50, 3.74
12296.24, 0.50, 3.74
12296.50, 0.50, 3.73
12296.76, 0.50, 3.74
12297.02, 0.50, 3.73
12297.27, 0.50, 3.74
12297.53, 0.50, 3.74
12297.78, 0.50, 3.74
12298.04, 0.50, 3.74
12298.30, 0.50, 3.74
12298.55, 0.50, 3.74
12298.80, 0.50, 3.74
12299.06, 0.50, 3.74
12299.32, 0.50, 3.74
12299.57, 0.50, 3.74
12299.82, 0.50, 3.74
12300.08, 0.50, 3.74
12300.34, 0.50, 3.73
12300.59, 0.50, 3.74
12300.84, 0.50, 3.73
12301.09, 0.50, 3.74
12301.34, 0.50, 3.74
12301.60, 0.50, 3.74
12301.85, 0.50, 3.74
12302.11, 0.50, 3.73
12302.37, 0.50, 3.74
12302.62, 0.50, 3.74
12302.88, 0.50, 3.74
12303.14, 0.50, 3.74
12303.40, 0.50, 3.77
12303.66, 0.50, 3.74
12303.91, 0.50, 3.74
12304.17, 0.50, 3.74
12304.42, 0.50, 3.74
12304.68, 0.50, 3.74
12304.93, 0.50, 3.76
12305.18, 0.50, 3.74
12305.44, 0.50, 3.74
12305.69, 0.50, 3.74
12305.95, 0.50, 3.74
12306.21, 0.50, 3.73
12306.46, 0.50, 3.74
12306.72, 0.50, 3.73
12306.97, 0.50, 3.74
12307.22, 0.50, 3.74
12307.48, 0.50, 3.73
12307.73, 0.50, 3.74
12307.98, 0.50, 3.74
12308.24, 0.50, 3.74
12308.50, 0.50, 3.74
12308.76, 0.50, 3.74
12309.01, 0.50, 3.74
12309.27, 0.50, 3.74
12309.52, 0.50, 3.74
12309.77, 0.50, 3.74
12310.03, 0.50, 3.74
12310.29, 0.50, 3.73
12310.54, 0.50, 3.74
12310.79, 0.50, 3.74
12311.05, 0.50, 3.74
12311.31, 0.50, 3.74
12311.57, 0.50, 3.74
12311.83, 0.50, 3.76
12312.08, 0.50, 3.74
12312.34, 0.50, 3.74
12312.59, 0.50, 3.74
12312.85, 0.50, 3.74
12313.10, 0.50, 3.73
12313.35, 0.50, 3.74
12313.61, 0.50, 3.74
12313.86, 0.50, 3.74
12314.11, 0.50, 3.74
12314.36, 0.50, 3.74
12314.61, 0.50, 3.74
12314.86, 0.50, 3.73
12315.11, 0.50, 3.74
12315.37, 0.50, 3.74
12315.64, 0.50, 3.73
12315.89, 0.50, 3.73
12316.14, 0.50, 3.74
12316.40, 0.50, 3.74
12316.66, 0.50, 3.74
12316.91, 0.50, 3.74
12317.16, 0.50, 3.73
12317.41, 0.50, 3.74
12317.67, 0.50, 3.73
12317.93, 0.50, 3.74
12318.18, 0.50, 3.74
12318.44, 0.50, 3.76
12318.69, 0.50, 3.74
12318.95, 0.50, 3.74
12319.20, 0.50, 3.74
12319.45, 0.50, 3.74
12319.71, 0.50, 3.74
12319.97, 0.50, 3.74
12320.22, 0.50, 3.74
12320.48, 0.50, 3.74
12320.73, 0.50, 3.74
12320.98, 0.50, 3.73
12321.24, 0.50, 3.74
12321.49, 0.50, 3.74
12321.75, 0.50, 3.74
12322.00, 0.50, 3.74
12322.26, 0.50, 3.73
12322.51, 0.50, 3.74
12322.77, 0.50, 3.74
12323.02, 0.50, 3.74
12323.28, 0.50, 3.74
12323.54, 0.50, 3.74
12323.80, 0.50, 3.74
12324.05, 0.50, 3.73
12324.30, 0.50, 3.74
12324.55, 0.50, 3.74
12324.81, 0.50, 3.73
12325.06, 0.50, 3.74
12325.32, 0.50, 3.74
12325.57, 0.50, 3.74
12325.83, 0.50, 3.73
12326.08, 0.50, 3.74
12326.33, 0.50, 3.74
12326.59, 0.50, 3.74
12326.85, 0.50, 3.74
12327.10, 0.50, 3.74
12327.35, 0.50, 3.74
12327.61, 0.50, 3.74
12327.87, 0.50, 3.74
12328.12, 0.50, 3.74
12328.38, 0.50, 3.74
12328.63, 0.50, 3.74
12328.89, 0.50, 3.74
12329.15, 0.50, 3.74
12329.40, 0.50, 3.74
12329.65, 0.50, 3.73
12329.91, 0.50, 3.74
12330.16, 0.50, 3.74
12330.41, 0.50, 3.74
12330.67, 0.50, 3.74
12330.93, 0.50, 3.74
12331.18, 0.50, 3.74
12331.44, 0.50, 3.74
12331.69, 0.50, 3.74
12331.95, 0.50, 3.74
12332.21, 0.50, 3.74
12332.46, 0.50, 3.74
12332.71, 0.50, 3.73
12332.97, 0.50, 3.73
12333.22, 0.50, 3.74
12333.48, 0.50, 3.74
12333.74, 0.50, 3.74
12333.99, 0.50, 3.74
12334.24, 0.50, 3.76
12334.50, 0.50, 3.73
12334.76, 0.50, 3.74
12335.02, 0.50, 3.74
12335.27, 0.50, 3.76
12335.53, 0.50, 3.74
12335.78, 0.50, 3.74
12336.04, 0.50, 3.74
12336.29, 0.50, 3.74
12336.55, 0.50, 3.74
12336.80, 0.50, 3.74
12337.05, 0.50, 3.74
12337.31, 0.50, 3.74
12337.57, 0.50, 3.74
12337.83, 0.50, 3.74
12338.08, 0.50, 3.74
12338.34, 0.50, 3.76
12338.59, 0.50, 3.74
12338.85, 0.50, 3.73
12339.11, 0.50, 3.74
12339.36, 0.50, 3.74
12339.61, 0.50, 3.74
12339.87, 0.50, 3.74
12340.12, 0.50, 3.73
12340.38, 0.50, 3.76
12340.64, 0.50, 3.73
12340.89, 0.50, 3.73
12341.14, 0.50, 3.74
12341.40, 0.50, 3.74
12341.66, 0.50, 3.74
12341.91, 0.50, 3.74
12342.17, 0.50, 3.74
12342.43, 0.50, 3.74
12342.68, 0.50, 3.74
12342.93, 0.50, 3.74
12343.19, 0.50, 3.74
12343.45, 0.50, 3.74
12343.70, 0.50, 3.74
12343.95, 0.50, 3.74
12344.20, 0.50, 3.74
12344.45, 0.50, 3.74
12344.71, 0.50, 3.74
12344.97, 0.50, 3.74
12345.22, 0.50, 3.74
12345.48, 0.50, 3.74
12345.73, 0.50, 3.73
12345.99, 0.50, 3.74
12346.24, 0.50, 3.74
12346.50, 0.50, 3.74
12346.76, 0.50, 3.74
12347.02, 0.50, 3.73
12347.27, 0.50, 3.74
12347.53, 0.50, 3.74
12347.78, 0.50, 3.74
12348.04, 0.50, 3.73
12348.30, 0.50, 3.73
12348.55, 0.50, 3.73
12348.81, 0.50, 3.74
12349.06, 0.50, 3.73
12349.32, 0.50, 3.74
12349.58, 0.50, 3.76
12349.83, 0.50, 3.74
12350.08, 0.50, 3.74
12350.34, 0.50, 3.74
12350.59, 0.50, 3.74
12350.85, 0.50, 3.74
12351.11, 0.50, 3.74
12351.37, 0.50, 3.73
12351.63, 0.50, 3.74
12351.88, 0.50, 3.74
12352.14, 0.50, 3.76
12352.39, 0.50, 3.74
12352.65, 0.50, 3.74
12352.90, 0.50, 3.74
12353.16, 0.50, 3.74
12353.41, 0.50, 3.73
12353.66, 0.50, 3.74
12353.92, 0.50, 3.76
12354.17, 0.50, 3.74
12354.42, 0.50, 3.74
12354.68, 0.50, 3.74
12354.93, 0.50, 3.74
12355.18, 0.50, 3.74
12355.44, 0.50, 3.74
12355.69, 0.50, 3.73
12355.94, 0.50, 3.74
12356.20, 0.50, 3.74
12356.46, 0.50, 3.73
12356.71, 0.50, 3.73
12356.96, 0.50, 3.74
12357.21, 0.50, 3.74
12357.47, 0.50, 3.74
12357.72, 0.50, 3.74
12357.98, 0.50, 3.73
12358.23, 0.50, 3.74
12358.48, 0.50, 3.74
12358.74, 0.50, 3.74
12358.99, 0.50, 3.74
12359.24, 0.50, 3.74
12359.50, 0.50, 3.74
12359.75, 0.50, 3.74
12360.01, 0.50, 3.74
12360.27, 0.50, 3.74
12360.52, 0.50, 3.74
12360.78, 0.50, 3.74
12361.04, 0.50, 3.73
12361.29, 0.50, 3.74
12361.55, 0.50, 3.73
12361.81, 0.50, 3.73
12362.06, 0.50, 3.73
12362.32, 0.50, 3.74
12362.58, 0.50, 3.74
12362.83, 0.50, 3.74
12363.08, 0.50, 3.74
12363.34, 0.50, 3.74
12363.59, 0.50, 3.74
12363.85, 0.50, 3.74
12364.10, 0.50, 3.74
12364.35, 0.50, 3.74
12364.61, 0.50, 3.73
12364.86, 0.50, 3.74
12365.11, 0.50, 3.74
12365.37, 0.50, 3.74
12365.63, 0.50, 3.74
12365.88, 0.50, 3.74
12366.14, 0.50, 3.76
12366.40, 0.50, 3.74
12366.66, 0.50, 3.73
12366.91, 0.50, 3.74
12367.17, 0.50, 3.74
12367.42, 0.50, 3.74
12367.68, 0.50, 3.74
12367.93, 0.50, 3.74
12368.18, 0.50, 3.74
12368.44, 0.50, 3.74
12368.69, 0.50, 3.74
12368.95, 0.50, 3.74
12369.21, 0.50, 3.74
12369.47, 0.50, 3.74
12369.72, 0.50, 3.76
12369.98, 0.50, 3.74
12370.24, 0.50, 3.74
12370.49, 0.50, 3.74
12370.75, 0.50, 3.74
12371.00, 0.50, 3.74
12371.26, 0.50, 3.74
12371.51, 0.50, 3.74
12371.77, 0.50, 3.74
12372.02, 0.50, 3.76
12372.28, 0.50, 3.74
12372.53, 0.50, 3.74
12372.79, 0.50, 3.74
12373.04, 0.50, 3.74
12373.30, 0.50, 3.74
12373.55, 0.50, 3.74
12373.80, 0.50, 3.74
12374.06, 0.50, 3.74
12374.31, 0.50, 3.74
12374.57, 0.50, 3.74
12374.82, 0.50, 3.74
12375.07, 0.50, 3.74
12375.33, 0.50, 3.74
12375.59, 0.50, 3.76
12375.84, 0.50, 3.74
12376.09, 0.50, 3.74
12376.35, 0.50, 3.74
12376.60, 0.50, 3.74
12376.85, 0.50, 3.74
12377.10, 0.50, 3.74
12377.36, 0.50, 3.74
12377.61, 0.50, 3.74
12377.87, 0.50, 3.74
12378.13, 0.50, 3.74
12378.38, 0.50, 3.74
12378.64, 0.50, 3.74
12378.89, 0.50, 3.74
12379.14, 0.50, 3.74
12379.39, 0.50, 3.74
12379.65, 0.50, 3.74
12379.90, 0.50, 3.74
12380.16, 0.50, 3.74
12380.41, 0.50, 3.74
12380.67, 0.50, 3.73
12380.93, 0.50, 3.74
12381.19, 0.50, 3.73
12381.44, 0.50, 3.74
12381.69, 0.50, 3.74
12381.95, 0.50, 3.74
12382.21, 0.50, 3.73
12382.46, 0.50, 3.76
12382.71, 0.50, 3.74
12382.97, 0.50, 3.74
12383.23, 0.50, 3.74
12383.48, 0.50, 3.74
12383.73, 0.50, 3.74
12383.99, 0.50, 3.74
12384.24, 0.50, 3.74
12384.49, 0.50, 3.74
12384.75, 0.50, 3.74
12385.01, 0.50, 3.74
12385.26, 0.50, 3.74
12385.52, 0.50, 3.74
12385.77, 0.50, 3.74
12386.03, 0.50, 3.76
12386.28, 0.50, 3.74
12386.53, 0.50, 3.74
12386.79, 0.50, 3.74
12387.04, 0.50, 3.74
12387.30, 0.50, 3.73
12387.55, 0.50, 3.74
12387.81, 0.50, 3.74
12388.07, 0.50, 3.76
12388.33, 0.50, 3.73
12388.59, 0.50, 3.74
12388.84, 0.50, 3.74
12389.10, 0.50, 3.74
12389.35, 0.50, 3.74
12389.61, 0.50, 3.74
12389.86, 0.50, 3.74
12390.12, 0.50, 3.74
12390.38, 0.50, 3.74
12390.63, 0.50, 3.74
12390.88, 0.50, 3.74
12391.14, 0.50, 3.76
12391.39, 0.50, 3.74
12391.65, 0.50, 3.74
12391.91, 0.50, 3.74
12392.16, 0.50, 3.74
12392.41, 0.50, 3.74
12392.67, 0.50, 3.74
12392.93, 0.50, 3.74
12393.18, 0.50, 3.74
12393.44, 0.50, 3.74
12393.69, 0.50, 3.74
12393.95, 0.50, 3.74
12394.21, 0.50, 3.74
12394.46, 0.50, 3.74
12394.71, 0.50, 3.74
12394.97, 0.50, 3.74
12395.22, 0.50, 3.74
12395.47, 0.50, 3.74
12395.73, 0.50, 3.74
12395.99, 0.50, 3.74
12396.25, 0.50, 3.76
12396.50, 0.50, 3.74
12396.75, 0.50, 3.73
12397.01, 0.50, 3.74
12397.26, 0.50, 3.74
12397.52, 0.50, 3.74
12397.77, 0.50, 3.76
12398.02, 0.50, 3.74
12398.28, 0.50, 3.74
12398.53, 0.50, 3.74
12398.78, 0.50, 3.76
12399.04, 0.50, 3.74
12399.29, 0.50, 3.74
12399.55, 0.50, 3.74
12399.80, 0.50, 3.74
12400.06, 0.50, 3.74
12400.31, 0.50, 3.73
12400.57, 0.50, 3.76
12400.83, 0.50, 3.74
12401.09, 0.50, 3.74
12401.34, 0.50, 3.74
12401.60, 0.50, 3.74
12401.86, 0.50, 3.74
12402.11, 0.50, 3.74
12402.36, 0.50, 3.74
12402.62, 0.50, 3.74
12402.88, 0.50, 3.74
12403.14, 0.50, 3.74
12403.40, 0.50, 3.74
12403.65, 0.50, 3.74
12403.90, 0.50, 3.74
12404.16, 0.50, 3.74
12404.41, 0.50, 3.74
12404.67, 0.50, 3.74
12404.92, 0.50, 3.74
12405.18, 0.50, 3.74
12405.43, 0.50, 3.74
12405.69, 0.50, 3.74
12405.95, 0.50, 3.74
12406.21, 0.50, 3.74
12406.47, 0.50, 3.73
12406.72, 0.50, 3.74
12406.98, 0.50, 3.74
12407.23, 0.50, 3.73
12407.49, 0.50, 3.74
12407.74, 0.50, 3.74
12407.99, 0.50, 3.73
12408.25, 0.50, 3.73
12408.50, 0.50, 3.74
12408.76, 0.50, 3.73
12409.01, 0.50, 3.73
12409.26, 0.50, 3.74
12409.52, 0.50, 3.74
12409.78, 0.50, 3.74
12410.03, 0.50, 3.74
12410.28, 0.50, 3.74
12410.53, 0.50, 3.74
12410.79, 0.50, 3.74
12411.05, 0.50, 3.74
12411.30, 0.50, 3.73
12411.56, 0.50, 3.74
12411.81, 0.50, 3.74
12412.06, 0.50, 3.74
12412.32, 0.50, 3.74
12412.57, 0.50, 3.73
12412.83, 0.50, 3.74
12413.08, 0.50, 3.74
12413.33, 0.50, 3.73
12413.59, 0.50, 3.74
12413.84, 0.50, 3.74
12414.09, 0.50, 3.74
12414.35, 0.50, 3.74
12414.61, 0.50, 3.74
12414.87, 0.50, 3.73
12415.12, 0.50, 3.73
12415.38, 0.50, 3.74
12415.64, 0.50, 3.74
12415.89, 0.50, 3.73
12416.15, 0.50, 3.73
12416.40, 0.50, 3.73
12416.66, 0.50, 3.74
12416.91, 0.50, 3.74
